source,age_ka,age_GTS2004,age_GTS2012,age_GTS2016,age_GTS2020,d18O,d18O_sw,sealevel
846 Liseicki,343.04,0.343,0.34304,0.34,0.34,3.96,0.95,-75.89
846 Liseicki,344.65,0.345,0.34465,0.341,0.341,4.07,1.05,-84.32
846 Liseicki,345.15,0.345,0.34515,0.342,0.342,3.77,0.75,-60.33
846 Liseicki,347.98,0.348,0.34798,0.344,0.344,3.91,0.89,-71.59
846 Liseicki,351.07,0.351,0.35107,0.347,0.347,3.91,0.9,-71.64
846 Liseicki,353.27,0.353,0.35327,0.35,0.35,3.99,0.98,-78.08
846 Liseicki,354.76,0.355,0.35476,0.351,0.351,3.89,0.88,-70.11
846 Liseicki,355.99,0.356,0.35599,0.352,0.352,3.95,0.94,-74.93
846 Liseicki,357.47,0.357,0.35747,0.354,0.354,3.88,0.87,-69.36
846 Liseicki,358.95,0.359,0.35895,0.355,0.355,4.29,1.28,-102.18
846 Liseicki,361.42,0.361,0.36142,0.358,0.358,3.57,0.56,-44.64
846 Liseicki,365.02,0.365,0.36502,0.361,0.361,3.44,0.43,-34.31
846 Liseicki,368.88,0.369,0.36888,0.365,0.365,3.91,0.9,-71.97
846 Liseicki,372.46,0.372,0.37246,0.369,0.369,3.49,0.48,-38.44
846 Liseicki,375.22,0.375,0.37522,0.371,0.371,3.49,0.48,-38.49
846 Liseicki,377.42,0.377,0.37742,0.374,0.374,3.47,0.46,-36.93
846 Liseicki,379.9,0.38,0.3799,0.376,0.376,3.37,0.36,-28.98
846 Liseicki,382.38,0.382,0.38238,0.378,0.378,3.45,0.44,-35.43
846 Liseicki,385.76,0.386,0.38576,0.382,0.382,3.28,0.27,-21.89
846 Liseicki,389.01,0.389,0.38901,0.385,0.385,3.08,0.07,-5.95
846 Liseicki,392.78,0.393,0.39278,0.389,0.389,3.16,0.16,-12.42
846 Liseicki,395.05,0.395,0.39505,0.391,0.391,2.87,-0.13,10.73
846 Liseicki,396.3,0.396,0.3963,0.392,0.392,2.88,-0.12,9.91
846 Liseicki,397.56,0.398,0.39756,0.393,0.393,2.56,-0.17,13.93
846 Liseicki,399.58,0.4,0.39958,0.395,0.395,2.57,-0.16,13.13
846 Liseicki,400.33,0.4,0.40033,0.396,0.396,2.62,-0.11,9.13
846 Liseicki,403.1,0.403,0.4031,0.399,0.399,2.43,-0.3,24.32
846 Liseicki,405.87,0.406,0.40587,0.402,0.402,2.67,-0.06,5.13
846 Liseicki,408.83,0.409,0.40883,0.405,0.405,2.7,-0.03,2.73
846 Liseicki,412.3,0.412,0.4123,0.408,0.408,2.84,-0.16,12.69
846 Liseicki,416.51,0.417,0.41651,0.412,0.412,3.08,0.08,-6.23
846 Liseicki,420.14,0.42,0.42014,0.416,0.416,3.7,0.7,-56.32
846 Liseicki,424.04,0.424,0.42404,0.42,0.42,3.89,0.9,-71.63
846 Liseicki,426.84,0.427,0.42684,0.422,0.422,4.17,1.18,-94.11
846 Liseicki,430.01,0.43,0.43001,0.426,0.426,4.28,1.29,-103.4
846 Liseicki,433.01,0.433,0.43301,0.429,0.429,4.28,1.29,-103.09
846 Liseicki,436.3,0.436,0.4363,0.432,0.432,4.36,1.37,-109.98
846 Liseicki,438.33,0.438,0.43833,0.434,0.434,4.28,1.29,-103.24
846 Liseicki,440.11,0.44,0.44011,0.436,0.436,3.87,0.88,-70.49
846 Liseicki,441.55,0.442,0.44155,0.437,0.437,4.06,1.07,-85.73
846 Liseicki,445.04,0.445,0.44504,0.44,0.44,3.82,0.83,-66.63
846 Liseicki,446.69,0.447,0.44669,0.442,0.442,3.82,0.83,-66.68
846 Liseicki,447.99,0.448,0.44799,0.443,0.443,3.89,0.91,-72.72
846 Liseicki,449.28,0.449,0.44928,0.445,0.445,3.82,0.83,-66.76
846 Liseicki,450.57,0.451,0.45057,0.446,0.446,3.8,0.81,-65.19
846 Liseicki,453.02,0.453,0.45302,0.448,0.448,3.79,0.81,-64.46
846 Liseicki,453.41,0.453,0.45341,0.449,0.449,3.88,0.9,-71.67
846 Liseicki,454.34,0.454,0.45434,0.45,0.45,3.91,0.93,-74.1
846 Liseicki,454.83,0.455,0.45483,0.45,0.45,3.81,0.83,-66.11
846 Liseicki,456.06,0.456,0.45606,0.451,0.451,4,1.02,-81.35
846 Liseicki,457.99,0.458,0.45799,0.453,0.453,4.07,1.09,-87
846 Liseicki,460.03,0.46,0.46003,0.455,0.455,3.95,0.97,-77.46
846 Liseicki,462.5,0.463,0.4625,0.458,0.458,3.97,0.99,-79.13
846 Liseicki,464.95,0.465,0.46495,0.46,0.46,4,1.02,-81.6
846 Liseicki,467.98,0.468,0.46798,0.463,0.463,3.79,0.81,-64.89
846 Liseicki,471.24,0.471,0.47124,0.466,0.466,3.62,0.64,-51.39
846 Liseicki,474.46,0.474,0.47446,0.47,0.47,3.4,0.42,-33.88
846 Liseicki,477.67,0.478,0.47767,0.473,0.473,3.44,0.46,-37.17
846 Liseicki,482.82,0.483,0.48282,0.478,0.478,3.29,0.32,-25.32
846 Liseicki,486.35,0.486,0.48635,0.481,0.481,3.18,0.21,-16.62
846 Liseicki,489.65,0.49,0.48965,0.485,0.485,3.18,0.21,-16.72
846 Liseicki,492.5,0.493,0.4925,0.487,0.487,3.71,0.74,-59.19
846 Liseicki,495.13,0.495,0.49513,0.49,0.49,3.23,0.26,-20.87
846 Liseicki,497.98,0.498,0.49798,0.493,0.493,3.3,0.33,-26.55
846 Liseicki,500.83,0.501,0.50083,0.496,0.496,3.04,0.07,-5.84
846 Liseicki,503.68,0.504,0.50368,0.499,0.499,3.48,0.51,-41.11
846 Liseicki,505.97,0.506,0.50597,0.501,0.501,3.57,0.6,-48.38
846 Liseicki,508.26,0.508,0.50826,0.503,0.503,3.62,0.66,-52.44
846 Liseicki,510.54,0.511,0.51054,0.505,0.505,3.75,0.79,-62.91
846 Liseicki,512.87,0.513,0.51287,0.508,0.508,3.74,0.78,-62.17
846 Liseicki,516.37,0.516,0.51637,0.511,0.511,3.62,0.66,-52.67
846 Liseicki,517.13,0.517,0.51713,0.512,0.512,3.43,0.47,-37.5
846 Liseicki,520.36,0.52,0.52036,0.515,0.515,3.48,0.52,-41.59
846 Liseicki,523.94,0.524,0.52394,0.519,0.519,3.44,0.48,-38.49
846 Liseicki,527.64,0.528,0.52764,0.522,0.522,3.46,0.5,-40.2
846 Liseicki,532.28,0.532,0.53228,0.527,0.527,3.62,0.66,-53.13
846 Liseicki,535.99,0.536,0.53599,0.53,0.53,3.74,0.79,-62.83
846 Liseicki,540.06,0.54,0.54006,0.535,0.535,3.73,0.78,-62.15
846 Liseicki,543.53,0.544,0.54353,0.538,0.538,3.7,0.75,-59.85
846 Liseicki,548.07,0.548,0.54807,0.542,0.542,3.84,0.89,-71.18
846 Liseicki,552.18,0.552,0.55218,0.547,0.547,3.56,0.61,-48.9
846 Liseicki,556.12,0.556,0.55612,0.55,0.55,3.69,0.74,-59.41
846 Liseicki,558.83,0.559,0.55883,0.553,0.553,3.57,0.62,-49.89
846 Liseicki,562.07,0.562,0.56207,0.556,0.556,3.48,0.53,-42.78
846 Liseicki,564.07,0.564,0.56407,0.558,0.558,3.27,0.33,-26.04
846 Liseicki,566.08,0.566,0.56608,0.56,0.56,3.24,0.3,-23.7
846 Liseicki,568.75,0.569,0.56875,0.563,0.563,3.3,0.36,-28.57
846 Liseicki,570.74,0.571,0.57074,0.565,0.565,3.1,0.16,-12.63
846 Liseicki,572.43,0.572,0.57243,0.567,0.567,3.08,0.14,-11.08
846 Liseicki,575.08,0.575,0.57508,0.569,0.569,2.94,0,0.04
846 Liseicki,578.45,0.578,0.57845,0.573,0.573,3.23,0.29,-23.25
846 Liseicki,581.58,0.582,0.58158,0.576,0.576,3.71,0.77,-61.74
846 Liseicki,584.94,0.585,0.58494,0.579,0.579,3.76,0.82,-65.83
846 Liseicki,588.11,0.588,0.58811,0.582,0.582,3.57,0.63,-50.73
846 Liseicki,592.23,0.592,0.59223,0.586,0.586,3.4,0.47,-37.24
846 Liseicki,596.95,0.597,0.59695,0.591,0.591,3.37,0.44,-34.98
846 Liseicki,600.44,0.6,0.60044,0.594,0.594,3.44,0.51,-40.68
846 Liseicki,605.65,0.606,0.60565,0.599,0.599,3.37,0.44,-35.21
846 Liseicki,610.52,0.611,0.61052,0.604,0.604,3.15,0.22,-17.73
846 Liseicki,614.17,0.614,0.61417,0.608,0.608,3.38,0.45,-36.22
846 Liseicki,617.85,0.618,0.61785,0.612,0.612,3.54,0.61,-49.12
846 Liseicki,620.12,0.62,0.62012,0.614,0.614,3.75,0.82,-50.75
846 Liseicki,622.91,0.623,0.62291,0.617,0.617,4.24,1.32,-80.95
846 Liseicki,625.41,0.625,0.62541,0.619,0.619,4.14,1.22,-74.85
846 Liseicki,628,0.628,0.628,0.622,0.622,4.46,1.54,-94.59
846 Liseicki,629.67,0.63,0.62967,0.623,0.623,4.15,1.23,-75.54
846 Liseicki,630.97,0.631,0.63097,0.625,0.625,4.29,1.37,-84.18
846 Liseicki,632.31,0.632,0.63231,0.626,0.626,4.35,1.43,-87.9
846 Liseicki,633.9,0.634,0.6339,0.627,0.627,4.22,1.3,-79.93
846 Liseicki,635.13,0.635,0.63513,0.629,0.629,4.12,1.2,-73.8
846 Liseicki,637.61,0.638,0.63761,0.631,0.631,4.17,1.25,-76.93
846 Liseicki,639.62,0.64,0.63962,0.633,0.633,4.03,1.11,-68.35
846 Liseicki,642.22,0.642,0.64222,0.636,0.636,4.09,1.17,-72.1
846 Liseicki,644.01,0.644,0.64401,0.637,0.637,4.09,1.17,-72.13
846 Liseicki,646.01,0.646,0.64601,0.639,0.639,4.1,1.18,-72.78
846 Liseicki,647.6,0.648,0.6476,0.641,0.641,4.08,1.16,-71.58
846 Liseicki,650.75,0.651,0.65075,0.644,0.644,3.95,1.03,-63.65
846 Liseicki,653.75,0.654,0.65375,0.647,0.647,3.91,1,-61.24
846 Liseicki,655.11,0.655,0.65511,0.648,0.648,3.97,1.06,-64.96
846 Liseicki,657.02,0.657,0.65702,0.65,0.65,3.9,0.99,-60.69
846 Liseicki,658.38,0.658,0.65838,0.652,0.652,3.87,0.96,-58.87
846 Liseicki,660.02,0.66,0.66002,0.653,0.653,3.83,0.92,-56.44
846 Liseicki,661.96,0.662,0.66196,0.655,0.655,3.69,0.78,-47.87
846 Liseicki,663.71,0.664,0.66371,0.657,0.657,3.91,1,-61.44
846 Liseicki,664.29,0.664,0.66429,0.657,0.657,3.68,0.77,-47.3
846 Liseicki,667.49,0.667,0.66749,0.661,0.661,3.91,1,-61.51
846 Liseicki,670.4,0.67,0.6704,0.664,0.664,3.78,0.87,-53.57
846 Liseicki,672.14,0.672,0.67214,0.665,0.665,3.74,0.83,-51.14
846 Liseicki,673.43,0.673,0.67343,0.667,0.667,3.92,1.01,-62.24
846 Liseicki,674.68,0.675,0.67468,0.668,0.668,3.78,0.87,-53.65
846 Liseicki,676.2,0.676,0.6762,0.669,0.669,3.85,0.94,-57.99
846 Liseicki,677.73,0.678,0.67773,0.671,0.671,3.8,0.89,-54.94
846 Liseicki,680.27,0.68,0.68027,0.673,0.673,3.79,0.88,-54.37
846 Liseicki,684.35,0.684,0.68435,0.677,0.677,3.39,0.48,-29.84
846 Liseicki,711.08,0.711,0.71108,0.704,0.704,3.84,0.94,-57.98
846 Liseicki,719.4,0.719,0.7194,0.712,0.712,3.99,1.09,-67.31
846 Liseicki,721.48,0.721,0.72148,0.714,0.714,3.95,1.05,-64.88
846 Liseicki,722.71,0.723,0.72271,0.715,0.715,4,1.1,-67.97
846 Liseicki,723.75,0.724,0.72375,0.716,0.716,3.79,0.89,-55.06
846 Liseicki,724.9,0.725,0.7249,0.717,0.717,3.59,0.7,-42.77
846 Liseicki,726.74,0.727,0.72674,0.719,0.719,3.54,0.65,-39.72
846 Liseicki,729.9,0.73,0.7299,0.722,0.722,3.63,0.74,-45.3
846 Liseicki,737.66,0.738,0.73766,0.73,0.73,3.75,0.86,-52.78
846 Liseicki,742.19,0.742,0.74219,0.735,0.735,3.66,0.77,-47.3
846 Liseicki,744.15,0.744,0.74415,0.737,0.737,3.77,0.88,-54.1
846 Liseicki,745.68,0.746,0.74568,0.738,0.738,3.7,0.81,-49.81
846 Liseicki,746.76,0.747,0.74676,0.739,0.739,3.88,0.99,-60.9
846 Liseicki,748.65,0.749,0.74865,0.741,0.741,4.01,1.12,-68.92
846 Liseicki,753.27,0.753,0.75327,0.746,0.746,3.83,0.94,-57.91
846 Liseicki,756.54,0.757,0.75654,0.749,0.749,3.83,0.94,-57.95
846 Liseicki,760.1,0.76,0.7601,0.752,0.752,3.67,0.78,-48.15
846 Liseicki,763.56,0.764,0.76356,0.756,0.756,3.47,0.58,-35.89
846 Liseicki,766.71,0.767,0.76671,0.759,0.759,3.52,0.63,-39.01
846 Liseicki,769.27,0.769,0.76927,0.761,0.761,3.39,0.5,-31.04
846 Liseicki,771.78,0.772,0.77178,0.764,0.764,3.3,0.41,-25.53
846 Liseicki,774.05,0.774,0.77405,0.766,0.766,3.34,0.46,-28.03
846 Liseicki,776.56,0.777,0.77656,0.769,0.769,3.09,0.21,-12.68
846 Liseicki,779.65,0.78,0.77965,0.772,0.772,3.04,0.16,-9.64
846 Liseicki,782.58,0.783,0.78258,0.775,0.775,3.02,0.14,-8.45
846 Liseicki,785.33,0.785,0.78533,0.778,0.778,3.13,0.25,-15.25
846 Liseicki,787.42,0.787,0.78742,0.78,0.78,3.39,0.51,-31.27
846 Liseicki,789.24,0.789,0.78924,0.782,0.782,3.5,0.61,-37.76
846 Liseicki,792.81,0.793,0.79281,0.786,0.786,3.33,0.45,-27.65
846 Liseicki,794.83,0.795,0.79483,0.789,0.789,4.04,1.16,-71.37
846 Liseicki,798.26,0.798,0.79826,0.793,0.793,3.99,1.11,-68.33
846 Liseicki,801.96,0.802,0.80196,0.797,0.797,3.96,1.08,-66.52
846 Liseicki,805.33,0.805,0.80533,0.801,0.801,3.77,0.89,-54.85
846 Liseicki,807.98,0.808,0.80798,0.804,0.804,3.8,0.92,-56.72
846 Liseicki,810.03,0.81,0.81003,0.806,0.806,3.44,0.56,-34.58
846 Liseicki,812.19,0.812,0.81219,0.808,0.808,3.74,0.86,-53.05
846 Liseicki,814.51,0.815,0.81451,0.811,0.811,3.66,0.78,-48.14
846 Liseicki,816.55,0.817,0.81655,0.813,0.813,3.53,0.65,-40.16
846 Liseicki,819.04,0.819,0.81904,0.816,0.816,3.37,0.49,-30.33
846 Liseicki,821.59,0.822,0.82159,0.819,0.819,3.22,0.34,-21.12
846 Liseicki,823.88,0.824,0.82388,0.822,0.822,3.48,0.6,-37.13
846 Liseicki,832.19,0.832,0.83219,0.831,0.831,3.41,0.53,-32.88
846 Liseicki,834.82,0.835,0.83482,0.834,0.834,3.39,0.51,-31.66
846 Liseicki,837.44,0.837,0.83744,0.837,0.837,3.42,0.54,-33.53
846 Liseicki,840.06,0.84,0.84006,0.84,0.84,3.35,0.48,-29.23
846 Liseicki,842.68,0.843,0.84268,0.843,0.843,3.13,0.26,-15.72
846 Liseicki,845.29,0.845,0.84529,0.846,0.846,3.03,0.16,-9.58
846 Liseicki,847.91,0.848,0.84791,0.849,0.849,3.08,0.21,-12.67
846 Liseicki,850.8,0.851,0.8508,0.852,0.852,3.21,0.34,-20.69
846 Liseicki,853.42,0.853,0.85342,0.855,0.855,3.4,0.53,-32.4
846 Liseicki,856.63,0.857,0.85663,0.859,0.859,2.95,0.08,-4.73
846 Liseicki,860.67,0.861,0.86067,0.863,0.863,2.98,0.11,-6.6
846 Liseicki,863.78,0.864,0.86378,0.867,0.867,3.3,0.43,-26.31
846 Liseicki,866.93,0.867,0.86693,0.871,0.871,3.82,0.95,-58.33
846 Liseicki,869.96,0.87,0.86996,0.874,0.874,3.8,0.93,-57.12
846 Liseicki,873.35,0.873,0.87335,0.878,0.878,4.15,1.28,-78.67
846 Liseicki,876.32,0.876,0.87632,0.881,0.881,4.05,1.18,-72.54
846 Liseicki,878.65,0.879,0.87865,0.884,0.884,4.14,1.27,-78.09
846 Liseicki,880.82,0.881,0.88082,0.886,0.886,4.08,1.21,-74.42
846 Liseicki,883.5,0.884,0.8835,0.889,0.889,3.92,1.05,-64.59
846 Liseicki,886.17,0.886,0.88617,0.892,0.892,3.82,0.95,-58.45
846 Liseicki,889.18,0.889,0.88918,0.896,0.896,3.9,1.03,-63.39
846 Liseicki,892.85,0.893,0.89285,0.9,0.9,3.87,1,-61.57
846 Liseicki,897.28,0.897,0.89728,0.905,0.905,3.81,0.94,-57.91
846 Liseicki,900.33,0.9,0.90033,0.908,0.908,3.82,0.95,-58.54
846 Liseicki,902,0.902,0.902,0.91,0.91,3.41,0.54,-33.31
846 Liseicki,903.44,0.903,0.90344,0.912,0.912,3.53,0.66,-40.7
846 Liseicki,904.39,0.904,0.90439,0.913,0.913,3.58,0.71,-43.77
846 Liseicki,905.59,0.906,0.90559,0.914,0.914,3.51,0.64,-39.47
846 Liseicki,906.78,0.907,0.90678,0.916,0.916,3.45,0.58,-35.78
846 Liseicki,908.46,0.908,0.90846,0.918,0.918,3.51,0.64,-39.47
846 Liseicki,910.85,0.911,0.91085,0.92,0.92,3.51,0.64,-39.47
846 Liseicki,915.87,0.916,0.91587,0.926,0.926,3.62,0.75,-46.24
846 Liseicki,921.37,0.921,0.92137,0.932,0.932,3.76,0.89,-54.85
846 Liseicki,924.48,0.924,0.92448,0.936,0.936,3.89,1.02,-62.85
846 Liseicki,926.44,0.926,0.92644,0.938,0.938,3.82,0.95,-58.54
846 Liseicki,927.67,0.928,0.92767,0.94,0.94,3.83,0.96,-59.16
846 Liseicki,928.49,0.928,0.92849,0.94,0.94,3.6,0.73,-45.01
846 Liseicki,931.87,0.932,0.93187,0.944,0.944,3.59,0.72,-44.39
846 Liseicki,935.86,0.936,0.93586,0.949,0.949,3.39,0.52,-32.08
846 Liseicki,938.93,0.939,0.93893,0.952,0.952,3.31,0.44,-27.16
846 Liseicki,942.09,0.942,0.94209,0.956,0.956,2.87,0,-0.09
846 Liseicki,944.55,0.945,0.94455,0.959,0.959,3.12,0.25,-15.47
846 Liseicki,947.25,0.947,0.94725,0.962,0.962,2.99,0.12,-7.47
846 Liseicki,949.57,0.95,0.94957,0.964,0.964,2.89,0.02,-1.32
846 Liseicki,952.11,0.952,0.95211,0.967,0.967,2.75,-0.12,7.3
846 Liseicki,954.91,0.955,0.95491,0.97,0.97,2.7,-0.17,10.37
846 Liseicki,957.39,0.957,0.95739,0.973,0.973,3.44,0.57,-35.16
846 Liseicki,959.63,0.96,0.95963,0.976,0.976,3.17,0.3,-18.55
846 Liseicki,965.25,0.965,0.96525,0.982,0.982,3.57,0.7,-43.16
846 Liseicki,968.79,0.969,0.96879,0.986,0.986,3.34,0.47,-29.01
846 Liseicki,972.53,0.973,0.97253,0.99,0.99,3.25,0.38,-23.47
846 Liseicki,976.26,0.976,0.97626,0.995,0.995,3.19,0.32,-19.78
846 Liseicki,979.99,0.98,0.97999,0.999,0.999,3.06,0.19,-11.78
846 Liseicki,984.03,0.984,0.98403,1.003,1.003,3.3,0.43,-26.55
846 Liseicki,988.61,0.989,0.98861,1.008,1.008,3.36,0.49,-30.24
846 Liseicki,993.23,0.993,0.99323,1.012,1.012,3.17,0.3,-18.24
846 Liseicki,997.39,0.997,0.99739,1.016,1.016,3.32,0.45,-27.78
846 Liseicki,1002.02,1.002,1.00202,1.019,1.019,3.45,0.58,-35.46
846 Liseicki,1006.18,1.006,1.00618,1.023,1.023,3.42,0.55,-33.9
846 Liseicki,1007.11,1.007,1.00711,1.023,1.023,3.58,0.71,-43.74
846 Liseicki,1011.27,1.011,1.01127,1.027,1.027,3.59,0.72,-44.33
846 Liseicki,1016.75,1.017,1.01675,1.031,1.031,3.14,0.27,-16.61
846 Liseicki,1018.14,1.018,1.01814,1.032,1.032,3.42,0.55,-33.84
846 Liseicki,1023.77,1.024,1.02377,1.037,1.037,3,0.13,-7.96
846 Liseicki,1025.11,1.025,1.02511,1.038,1.038,3.26,0.39,-23.95
846 Liseicki,1028.99,1.029,1.02899,1.041,1.041,3.22,0.34,-21.17
846 Liseicki,1029.84,1.03,1.02984,1.042,1.042,3.71,0.84,-51.62
846 Liseicki,1032.91,1.033,1.03291,1.044,1.044,3.54,0.67,-41.14
846 Liseicki,1036.15,1.036,1.03615,1.047,1.047,3.77,0.9,-55.28
846 Liseicki,1038.58,1.039,1.03858,1.049,1.049,3.83,0.96,-58.96
846 Liseicki,1040.76,1.041,1.04076,1.051,1.051,3.74,0.87,-53.41
846 Liseicki,1043.03,1.043,1.04303,1.053,1.053,3.68,0.81,-49.7
846 Liseicki,1045.19,1.045,1.04519,1.054,1.054,3.57,0.7,-42.93
846 Liseicki,1047.22,1.047,1.04722,1.056,1.056,3.64,0.77,-47.22
846 Liseicki,1049.05,1.049,1.04905,1.057,1.057,3.59,0.72,-44.14
846 Liseicki,1051.33,1.051,1.05133,1.059,1.059,3.54,0.67,-41.05
846 Liseicki,1053.61,1.054,1.05361,1.061,1.061,3.57,0.7,-42.88
846 Liseicki,1055.9,1.056,1.0559,1.063,1.063,3.56,0.69,-42.25
846 Liseicki,1058.17,1.058,1.05817,1.065,1.065,3.51,0.64,-39.17
846 Liseicki,1060.23,1.06,1.06023,1.066,1.066,3.4,0.53,-32.39
846 Liseicki,1062.31,1.062,1.06231,1.068,1.068,3.15,0.28,-16.99
846 Liseicki,1064.6,1.065,1.0646,1.07,1.07,3.03,0.16,-9.6
846 Liseicki,1067.53,1.068,1.06753,1.072,1.072,2.7,-0.17,10.72
846 Liseicki,1070.55,1.071,1.07055,1.075,1.075,2.28,-0.59,36.58
846 Liseicki,1072.79,1.073,1.07279,1.077,1.077,3.29,0.42,-25.55
846 Liseicki,1074.74,1.075,1.07474,1.079,1.079,3.39,0.52,-31.7
846 Liseicki,1076.65,1.077,1.07665,1.081,1.081,2.72,-0.15,9.54
846 Liseicki,1078.23,1.078,1.07823,1.083,1.083,2.97,0.09,-5.84
846 Liseicki,1079.89,1.08,1.07989,1.085,1.085,2.94,0.06,-3.98
846 Liseicki,1081.65,1.082,1.08165,1.087,1.087,3.2,0.32,-19.97
846 Liseicki,1083.26,1.083,1.08326,1.089,1.089,2.99,0.11,-7.04
846 Liseicki,1084.86,1.085,1.08486,1.09,1.09,2.97,0.09,-5.8
846 Liseicki,1086.46,1.086,1.08646,1.092,1.092,3.5,0.62,-38.4
846 Liseicki,1088.22,1.088,1.08822,1.094,1.094,3.6,0.72,-44.55
846 Liseicki,1089.98,1.09,1.08998,1.096,1.096,3.6,0.72,-44.54
846 Liseicki,1091.79,1.092,1.09179,1.098,1.098,3.64,0.76,-46.99
846 Liseicki,1093.98,1.094,1.09398,1.101,1.101,3.48,0.6,-37.14
846 Liseicki,1096.39,1.096,1.09639,1.103,1.103,3.66,0.78,-48.2
846 Liseicki,1098.51,1.099,1.09851,1.106,1.106,3.69,0.81,-50.03
846 Liseicki,1100.43,1.1,1.10043,1.108,1.108,3.44,0.56,-34.64
846 Liseicki,1102.14,1.102,1.10214,1.11,1.11,3.26,0.38,-23.56
846 Liseicki,1105.13,1.105,1.10513,1.113,1.113,3.36,0.48,-29.69
846 Liseicki,1106.62,1.107,1.10662,1.115,1.115,3.19,0.31,-19.23
846 Liseicki,1108.12,1.108,1.10812,1.116,1.116,3.25,0.37,-22.91
846 Liseicki,1109.58,1.11,1.10958,1.118,1.118,3.28,0.4,-24.75
846 Liseicki,1111.38,1.111,1.11138,1.12,1.12,3.56,0.68,-41.97
846 Liseicki,1113.26,1.113,1.11326,1.122,1.122,3.59,0.71,-43.8
846 Liseicki,1115.04,1.115,1.11504,1.124,1.124,3.67,0.79,-48.72
846 Liseicki,1117.47,1.117,1.11747,1.127,1.127,3.7,0.82,-50.55
846 Liseicki,1119.78,1.12,1.11978,1.129,1.129,3.84,0.96,-59.15
846 Liseicki,1122.44,1.122,1.12244,1.132,1.132,3.72,0.84,-51.76
846 Liseicki,1125.08,1.125,1.12508,1.135,1.135,3.78,0.9,-55.43
846 Liseicki,1127.4,1.127,1.1274,1.138,1.138,3.7,0.82,-50.5
846 Liseicki,1129.71,1.13,1.12971,1.141,1.141,3.57,0.69,-42.49
846 Liseicki,1131.79,1.132,1.13179,1.143,1.143,3.72,0.84,-51.71
846 Liseicki,1134.11,1.134,1.13411,1.145,1.145,3.41,0.53,-32.62
846 Liseicki,1135.96,1.136,1.13596,1.148,1.148,3.31,0.43,-26.46
846 Liseicki,1138.04,1.138,1.13804,1.15,1.15,3.28,0.4,-24.6
846 Liseicki,1140.35,1.14,1.14035,1.152,1.152,3.24,0.36,-22.13
846 Liseicki,1142.66,1.143,1.14266,1.155,1.155,3.25,0.37,-22.73
846 Liseicki,1144.93,1.145,1.14493,1.158,1.158,3.4,0.52,-31.95
846 Liseicki,1147.31,1.147,1.14731,1.16,1.16,3.22,0.34,-20.86
846 Liseicki,1149.47,1.149,1.14947,1.163,1.163,3.16,0.28,-17.16
846 Liseicki,1151.85,1.152,1.15185,1.165,1.165,2.98,0.1,-6.07
846 Liseicki,1154.01,1.154,1.15401,1.168,1.168,3.04,0.16,-9.75
846 Liseicki,1155.95,1.156,1.15595,1.17,1.17,3.06,0.18,-10.97
846 Liseicki,1158.12,1.158,1.15812,1.172,1.172,3.25,0.37,-22.65
846 Liseicki,1160.2,1.16,1.1602,1.175,1.175,3.14,0.26,-15.87
846 Liseicki,1162.9,1.163,1.1629,1.178,1.178,2.9,0.02,-1.09
846 Liseicki,1165.61,1.166,1.16561,1.181,1.181,3.15,0.27,-16.46
846 Liseicki,1168.31,1.168,1.16831,1.184,1.184,3.16,0.28,-17.06
846 Liseicki,1171.85,1.172,1.17185,1.188,1.188,2.86,-0.02,1.42
846 Liseicki,1175.23,1.175,1.17523,1.195,1.195,2.93,0.05,-2.87
846 Liseicki,1178.6,1.179,1.1786,1.204,1.204,3.3,0.42,-25.62
846 Liseicki,1181.98,1.182,1.18198,1.213,1.213,3.07,0.19,-11.45
846 Liseicki,1185.81,1.186,1.18581,1.222,1.222,3.47,0.59,-36.05
846 Liseicki,1189.67,1.19,1.18967,1.225,1.225,3.52,0.64,-39.1
846 Liseicki,1193.53,1.194,1.19353,1.229,1.229,3.5,0.62,-37.85
846 Liseicki,1197.39,1.197,1.19739,1.233,1.233,3.46,0.57,-35.37
846 Liseicki,1201.11,1.201,1.20111,1.236,1.236,3.23,0.34,-21.2
846 Liseicki,1204.43,1.204,1.20443,1.239,1.239,3.53,0.64,-39.66
846 Liseicki,1207.74,1.208,1.20774,1.242,1.242,3.45,0.56,-34.73
846 Liseicki,1211.72,1.212,1.21172,1.246,1.246,3.54,0.65,-40.26
846 Liseicki,1215.87,1.216,1.21587,1.25,1.25,3.38,0.49,-30.41
846 Liseicki,1220.01,1.22,1.22001,1.254,1.254,3.13,0.24,-15.03
846 Liseicki,1224.51,1.225,1.22451,1.258,1.258,3.13,0.24,-15.02
846 Liseicki,1228.08,1.228,1.22808,1.261,1.261,2.91,0.02,-1.48
846 Liseicki,1231.64,1.232,1.23164,1.265,1.265,3.12,0.23,-14.4
846 Liseicki,1235.21,1.235,1.23521,1.268,1.268,2.85,-0.04,2.22
846 Liseicki,1238.56,1.239,1.23856,1.271,1.271,2.87,-0.02,1
846 Liseicki,1241.08,1.241,1.24108,1.273,1.273,3.19,0.3,-18.69
846 Liseicki,1243.42,1.243,1.24342,1.276,1.276,3.42,0.53,-32.84
846 Liseicki,1245.56,1.246,1.24556,1.278,1.278,3.78,0.89,-54.99
846 Liseicki,1246.71,1.247,1.24671,1.279,1.279,3.63,0.74,-45.76
846 Liseicki,1247.4,1.247,1.2474,1.279,1.279,3.81,0.92,-56.83
